c1,P_max,eff_max
0.0,0.06647033948889804,8.462498284187964
0.5714285714285714,0.07115581319939439,9.147006409401282
1.1428571428571428,0.07635286050849718,9.82448764155305
1.7142857142857142,0.08089178848468,10.488182172455364
2.2857142857142856,0.0843913383700567,11.099138875011318
2.8571428571428568,0.08642453908216122,11.589312567216183
3.4285714285714284,0.08689027863613182,11.917913205708494
4.0,0.08602884446496038,12.088495015064957
4.571428571428571,0.08419368050717253,12.119178182203596
5.142857142857142,0.08168665013166201,12.041965667455043
5.7142857142857135,0.07873506339098439,11.905002708809084
6.285714285714286,0.07549826167045995,11.746780030541109
6.857142857142857,0.07212578724297837,11.566042723865392
7.428571428571428,0.06877390215687681,11.405258217879007
8.0,0.06583213940646902,11.463028060591913
