Ap_An,H_Apn,Z
0.2,0.5263157894736842,0.555237576406993
0.2,0.5789473684210527,0.5541442695005303
0.2,0.631578947368421,0.5518782963123399
0.2,0.6842105263157895,0.5483581397257158
0.2,0.7368421052631579,0.543452816717925
0.2,0.7894736842105263,0.5369411261150087
0.2,0.8421052631578947,0.5286353444203992
0.2,0.8947368421052632,0.5200545794497613
0.2,0.9473684210526315,0.5106902032742436
0.2,1.0,0.5151473499441103
0.21578947368421053,0.5263157894736842,0.514624598026718
0.21578947368421053,0.5789473684210525,0.5134683889661894
0.21578947368421053,0.631578947368421,0.511380217354972
0.21578947368421053,0.6842105263157894,0.5082906918511064
0.21578947368421053,0.7368421052631579,0.5040442526282143
0.21578947368421053,0.7894736842105262,0.49837022009773313
0.21578947368421053,0.8421052631578947,0.4910223742712248
0.21578947368421053,0.894736842105263,0.4836030277153556
0.21578947368421053,0.9473684210526315,0.47516828813315454
0.21578947368421053,1.0,0.47833612511605716
0.23157894736842105,0.5263157894736842,0.4794506374531517
0.23157894736842105,0.5789473684210525,0.478262167619183
0.23157894736842105,0.631578947368421,0.47633599004254124
0.23157894736842105,0.6842105263157894,0.4736191513619012
0.23157894736842105,0.7368421052631579,0.46994346388688335
0.23157894736842105,0.7894736842105262,0.4650035737796142
0.23157894736842105,0.8421052631578947,0.4585745458194693
0.23157894736842105,0.8947368421052632,0.4520208372467001
0.23157894736842105,0.9473684210526315,0.44440080656922853
0.23157894736842105,1.0,0.4466271770644041
0.2473684210526316,0.5263157894736843,0.4487243774434465
0.2473684210526316,0.5789473684210527,0.44752685279239524
0.2473684210526316,0.631578947368421,0.44574440142838695
0.2473684210526316,0.6842105263157895,0.44334315017531245
0.2473684210526316,0.7368421052631579,0.440153611762732
0.2473684210526316,0.7894736842105264,0.4358507562777679
0.2473684210526316,0.8421052631578948,0.4301629732104054
0.2473684210526316,0.8947368421052632,0.4243660265802895
0.2473684210526316,0.9473684210526316,0.4174659906021927
0.2473684210526316,1.0,0.4189957257482425
0.26315789473684215,0.5263157894736843,0.4216763173205047
0.26315789473684215,0.5789473684210527,0.42048824938563445
0.26315789473684215,0.631578947368421,0.4188315611720543
0.26315789473684215,0.6842105263157895,0.4166932008889716
0.26315789473684215,0.736842105263158,0.4139121230773056
0.26315789473684215,0.7894736842105264,0.4101566479831933
0.26315789473684215,0.8421052631578948,0.40511857621875447
0.26315789473684215,0.8947368421052632,0.3999330726648232
0.26315789473684215,0.9473684210526316,0.39367209931276825
0.26315789473684215,1.0,0.39468231135905707
0.2789473684210526,0.5263157894736842,0.39770072605341916
0.2789473684210526,0.5789473684210525,0.3965373982257547
0.2789473684210526,0.631578947368421,0.3949901715664331
0.2789473684210526,0.6842105263157894,0.3930680432890852
0.2789473684210526,0.7368421052631579,0.39062656783949606
0.2789473684210526,0.7894736842105262,0.3873384013463983
0.2789473684210526,0.8421052631578947,0.38286849584293337
0.2789473684210526,0.8947368421052632,0.3781815729467011
0.2789473684210526,0.9473684210526315,0.37249101386741335
0.2789473684210526,1.0,0.3731126593924721
0.2947368421052632,0.5263157894736842,0.3763148485372863
0.2947368421052632,0.5789473684210527,0.3751888321322414
0.2947368421052632,0.6315789473684211,0.373737638805296
0.2947368421052632,0.6842105263157895,0.3719918534385139
0.2947368421052632,0.7368421052631579,0.369829782291235
0.2947368421052632,0.7894736842105263,0.36693916008694655
0.2947368421052632,0.8421052631578948,0.3629657053966311
0.2947368421052632,0.8947368421052633,0.3586899429588582
0.2947368421052632,0.9473684210526316,0.3535115948043802
0.2947368421052632,1.0,0.3538434140784944
0.3105263157894737,0.5263157894736842,0.3571294930784236
0.3105263157894737,0.5789473684210525,0.3560509928755366
0.3105263157894737,0.631578947368421,0.35468463206190015
0.3105263157894737,0.6842105263157895,0.3530821167477485
0.3105263157894737,0.7368421052631579,0.35114868767858826
0.3105263157894737,0.7894736842105262,0.348594887486107
0.3105263157894737,0.8421052631578947,0.34505582086824094
0.3105263157894737,0.8947368421052632,0.34112375742027845
0.3105263157894737,0.9473684210526315,0.33640756013571416
0.3105263157894737,1.0,0.33652420443209935
0.3263157894736842,0.5263157894736842,0.3398269292686359
0.3263157894736842,0.5789473684210525,0.33880416570131405
0.3263157894736842,0.6315789473684211,0.3375139318996528
0.3263157894736842,0.6842105263157895,0.33602765061626894
0.3263157894736842,0.7368421052631579,0.3342808473568465
0.3263157894736842,0.7894736842105263,0.3320125768560709
0.3263157894736842,0.8421052631578947,0.3289053113734327
0.3263157894736842,0.8947368421052632,0.32521301754300036
0.3263157894736842,0.9473684210526316,0.3209148974161257
0.3263157894736842,1.0,0.32087292316137245
0.34210526315789475,0.5263157894736842,0.3241457224259208
0.34210526315789475,0.5789473684210527,0.3231844936807639
0.34210526315789475,0.6315789473684211,0.3219637136587439
0.34210526315789475,0.6842105263157896,0.32057293500807704
0.34210526315789475,0.736842105263158,0.3189785143064687
0.34210526315789475,0.7894736842105263,0.3169520853584663
0.34210526315789475,0.8421052631578948,0.31417574602202836
0.34210526315789475,0.8947368421052632,0.3107347738841515
0.34210526315789475,0.9473684210526316,0.3068150120489568
0.34210526315789475,1.0,0.30665804216623255
0.35789473684210527,0.5263157894736842,0.309868001541353
0.35789473684210527,0.5789473684210527,0.3089727354226125
0.35789473684210527,0.631578947368421,0.3078163104421744
0.35789473684210527,0.6842105263157895,0.3065051504636895
0.35789473684210527,0.7368421052631579,0.3050359412938966
0.35789473684210527,0.7894736842105262,0.3032150328689626
0.35789473684210527,0.8421052631578947,0.3007286315094415
0.35789473684210527,0.8947368421052632,0.29750447538351643
0.35789473684210527,0.9473684210526315,0.2939292093650745
0.35789473684210527,1.0,0.29368676021413
0.37368421052631584,0.5263157894736843,0.2968119004617
0.37368421052631584,0.5789473684210527,0.2959847218418403
0.37368421052631584,0.631578947368421,0.29488932191672035
0.37368421052631584,0.6842105263157895,0.2936462549531024
0.37368421052631584,0.7368421052631579,0.2922812008111152
0.37368421052631584,0.7894736842105263,0.2906352035962556
0.37368421052631584,0.8421052631578948,0.28840636603641767
0.37368421052631584,0.8947368421052632,0.28536891401433223
0.37368421052631584,0.9473684210526316,0.2821053311979562
0.37368421052631584,1.0,0.2817968539506054
0.3894736842105263,0.5263157894736843,0.28482374929780085
0.3894736842105263,0.5789473684210527,0.28406546438951374
0.3894736842105263,0.631578947368421,0.28302858090550786
0.3894736842105263,0.6842105263157895,0.2818459058472624
0.3894736842105263,0.7368421052631579,0.2805689903569295
0.3894736842105263,0.7894736842105263,0.2790722611868249
0.3894736842105263,0.8421052631578948,0.2770722058690993
0.3894736842105263,0.8947368421052632,0.27427679561681456
0.3894736842105263,0.9473684210526315,0.2712133723234923
0.3894736842105263,1.0,0.27085051109647107
0.4052631578947369,0.5263157894736842,0.2737730337555687
0.4052631578947369,0.5789473684210525,0.2730831307650614
0.4052631578947369,0.6315789473684211,0.2721034983888316
0.4052631578947369,0.6842105263157895,0.27097638996260115
0.4052631578947369,0.7368421052631579,0.26977548785267336
0.4052631578947369,0.7894736842105263,0.26840655034309996
0.4052631578947369,0.8421052631578947,0.2666057397114534
0.4052631578947369,0.8947368421052632,0.26407029386552083
0.4052631578947369,0.9473684210526316,0.2611418355788799
0.4052631578947369,1.0,0.2607299474081262
0.4210526315789474,0.5263157894736843,0.2635484962807227
0.4210526315789474,0.5789473684210527,0.26292546760780533
0.4210526315789474,0.6315789473684211,0.26200268109896246
0.4210526315789474,0.6842105263157895,0.2609285800897154
0.4210526315789474,0.736842105263158,0.2597948379499513
0.4210526315789474,0.7894736842105263,0.25853528584049906
0.4210526315789474,0.8421052631578948,0.25690681122131814
0.4210526315789474,0.8947368421052632,0.25459655433921274
0.4210526315789474,0.9473684210526316,0.251794517146573
0.4210526315789474,1.0,0.2513340679408702
0.4368421052631579,0.5263157894736842,0.25405476916843495
0.4368421052631579,0.5789473684210525,0.25349668395523034
0.4368421052631579,0.631578947368421,0.2526307814590125
0.4368421052631579,0.6842105263157895,0.25160875059603294
0.4368421052631579,0.7368421052631577,0.25053553574933624
0.4368421052631579,0.7894736842105262,0.24936972557452403
0.4368421052631579,0.8421052631578947,0.24788898141262625
0.4368421052631579,0.8947368421052632,0.24580913138191735
0.4368421052631579,0.9473684210526315,0.24308813158602613
0.4368421052631579,1.0,0.2425755629473043
0.45263157894736844,0.5263157894736842,0.24520998384392648
0.45263157894736844,0.5789473684210527,0.2447143057899133
0.45263157894736844,0.6315789473684211,0.24390572489837437
0.45263157894736844,0.6842105263157895,0.242935895917189
0.45263157894736844,0.7368421052631579,0.24191860751706387
0.45263157894736844,0.7894736842105263,0.24083287286234367
0.45263157894736844,0.8421052631578947,0.23947705973705152
0.45263157894736844,0.894736842105263,0.23756616607058703
0.45263157894736844,0.9473684210526316,0.23495012670679
0.45263157894736844,1.0,0.23437908917848438
0.46842105263157896,0.5263157894736843,0.23694322929552952
0.46842105263157896,0.5789473684210527,0.23650733271889743
0.46842105263157896,0.631578947368421,0.2357567598066445
0.46842105263157896,0.6842105263157895,0.23483996136757826
0.46842105263157896,0.7368421052631579,0.23387503795250003
0.46842105263157896,0.7894736842105262,0.23285742618215957
0.46842105263157896,0.8421052631578948,0.23160552477141633
0.46842105263157896,0.8947368421052633,0.22983677041483655
0.46842105263157896,0.9473684210526315,0.22731717023716513
0.46842105263157896,1.0,0.2266789918490457
0.4842105263157895,0.5263157894736842,0.22919337065336864
0.4842105263157895,0.5789473684210527,0.2288144721188899
0.4842105263157895,0.6315789473684211,0.22812258822304438
0.4842105263157895,0.6842105263157895,0.22725991494016234
0.4842105263157895,0.736842105263158,0.22634453077373842
0.4842105263157895,0.7894736842105264,0.2253843796945482
0.4842105263157895,0.8421052631578948,0.22421678028201303
0.4842105263157895,0.8947368421052632,0.22256474448097385
0.4842105263157895,0.9473684210526316,0.220133972963158
0.4842105263157895,1.0,0.21941835672539903
0.5,0.5263157894736843,0.221907168805965
0.5,0.5789473684210527,0.22158241131644058
0.5,0.6315789473684211,0.2209498209367267
0.5,0.6842105263157895,0.22014237221847463
0.5,0.736842105263158,0.21927427952294284
0.5,0.7894736842105264,0.2183620000866157
0.5,0.8421052631578948,0.21726046354361897
0.5,0.8947368421052632,0.2157011758114933
0.5,0.9473684210526316,0.21337105970448245
0.5,1.0,0.21254739348380614
